onetId,occupationTitle,reportedTitle,combinedTitle
19-4091.00,"Environmental Science and Protection Technicians, Including Health",Sanitarian Specialist,"Sanitarian Specialist (Environmental Science and Protection Technicians, Including Health)"
17-2081.00,Environmental Engineers,Sanitary Engineer,Sanitary Engineer (Environmental Engineers)
13-1041.04,Government Property Inspectors and Investigators,Sanitation Inspector,Sanitation Inspector (Government Property Inspectors and Investigators)
53-7081.00,Refuse and Recyclable Material Collectors,Sanitation Laborer,Sanitation Laborer (Refuse and Recyclable Material Collectors)
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Sanitation Technician,"Sanitation Technician (Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders)"
53-7061.00,Cleaners of Vehicles and Equipment,Sanitation Truck Cleaner,Sanitation Truck Cleaner (Cleaners of Vehicles and Equipment)
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Sanitizer,"Sanitizer (Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders)"
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,Satellite Installer,Satellite Installer (Electronic Home Entertainment Equipment Installers and Repairers)
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Saw Filer,"Saw Filer (Tool Grinders, Filers, and Sharpeners)"
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Saw Operator,"Saw Operator (Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic)"
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Saw Operator,"Saw Operator (Sawing Machine Setters, Operators, and Tenders, Wood)"
53-7063.00,Machine Feeders and Offbearers,Sawmill Worker,Sawmill Worker (Machine Feeders and Offbearers)
45-4021.00,Fallers,Sawyer,Sawyer (Fallers)
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Sawyer,"Sawyer (Sawing Machine Setters, Operators, and Tenders, Wood)"
51-8031.00,Water and Wastewater Treatment Plant and System Operators,SCADA Operator (Supervisory Control and Data Acquisition Operator),SCADA Operator (Supervisory Control and Data Acquisition Operator) (Water and Wastewater Treatment Plant and System Operators)
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Scaffold Setter,"Scaffold Setter (Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons)"
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Scale Operator,"Scale Operator (Weighers, Measurers, Checkers, and Samplers, Recordkeeping)"
51-3011.00,Bakers,Scaler,Scaler (Bakers)
43-5081.02,Marking Clerks,Scan Coordinator,Scan Coordinator (Marking Clerks)
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Scarf and Anneal Operator,"Scarf and Anneal Operator (Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic)"
27-1027.00,Set and Exhibit Designers,Scenic Designer,Scenic Designer (Set and Exhibit Designers)
43-5061.00,"Production, Planning, and Expediting Clerks",Scheduler,"Scheduler (Production, Planning, and Expediting Clerks)"
43-4171.00,Receptionists and Information Clerks,Scheduler,Scheduler (Receptionists and Information Clerks)
11-9061.00,Funeral Service Managers,Scheduling Manager,Scheduling Manager (Funeral Service Managers)
11-9032.00,"Education Administrators, Elementary and Secondary School",School Administrator,"School Administrator (Education Administrators, Elementary and Secondary School)"
31-2011.00,Occupational Therapy Assistants,School Based Certified Occupational Therapy Assistant,School Based Certified Occupational Therapy Assistant (Occupational Therapy Assistants)
53-6061.00,"Transportation Attendants, Except Flight Attendants",School Bus Aide,"School Bus Aide (Transportation Attendants, Except Flight Attendants)"
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",School Bus Dispatcher,"School Bus Dispatcher (Dispatchers, Except Police, Fire, and Ambulance)"
53-3022.00,"Bus Drivers, School or Special Client",School Bus Driver,"School Bus Driver (Bus Drivers, School or Special Client)"
53-3022.00,"Bus Drivers, School or Special Client",School Bus Driver/Custodian,"School Bus Driver/Custodian (Bus Drivers, School or Special Client)"
53-3022.00,"Bus Drivers, School or Special Client",School Bus Driver/Mechanic,"School Bus Driver/Mechanic (Bus Drivers, School or Special Client)"
53-3022.00,"Bus Drivers, School or Special Client",School Bus Driver/Teacher Assistant,"School Bus Driver/Teacher Assistant (Bus Drivers, School or Special Client)"
53-6061.00,"Transportation Attendants, Except Flight Attendants",School Bus Monitor,"School Bus Monitor (Transportation Attendants, Except Flight Attendants)"
35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",School Cafeteria Cook,"School Cafeteria Cook (Combined Food Preparation and Serving Workers, Including Fast Food)"
35-2012.00,"Cooks, Institution and Cafeteria",School Cook,"School Cook (Cooks, Institution and Cafeteria)"
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",School Counselor,"School Counselor (Educational, Guidance, School, and Vocational Counselors)"
33-9091.00,Crossing Guards,School Crossing Guard,School Crossing Guard (Crossing Guards)
33-9091.00,Crossing Guards,School Guard,School Guard (Crossing Guards)
29-1141.00,Registered Nurses,School Nurse,School Nurse (Registered Nurses)
19-3031.01,School Psychologists,School Psychologist,School Psychologist (School Psychologists)
19-3031.01,School Psychologists,School Psychometrist,School Psychometrist (School Psychologists)
21-1021.00,"Child, Family, and School Social Workers",School Social Worker,"School Social Worker (Child, Family, and School Social Workers)"
25-9031.00,Instructional Coordinators,School Standards Coach,School Standards Coach (Instructional Coordinators)
11-9032.00,"Education Administrators, Elementary and Secondary School",School Superintendent,"School Superintendent (Education Administrators, Elementary and Secondary School)"
11-3031.01,Treasurers and Controllers,School Treasurer,School Treasurer (Treasurers and Controllers)
19-2021.00,Atmospheric and Space Scientists,Science and Operations Officer (SOO),Science and Operations Officer (SOO) (Atmospheric and Space Scientists)
39-7011.00,Tour Guides and Escorts,Science Interpreter,Science Interpreter (Tour Guides and Escorts)
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Science Teacher,"Science Teacher (Middle School Teachers, Except Special and Career/Technical Education)"
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Science Teacher,"Science Teacher (Secondary School Teachers, Except Special and Career/Technical Education)"
19-1029.01,Bioinformatics Scientists,Scientific Database Curator,Scientific Database Curator (Bioinformatics Scientists)
43-9111.01,Bioinformatics Technicians,Scientific Informatics Analyst,Scientific Informatics Analyst (Bioinformatics Technicians)
19-1029.01,Bioinformatics Scientists,Scientific Informatics Project Leader,Scientific Informatics Project Leader (Bioinformatics Scientists)
15-1111.00,Computer and Information Research Scientists,Scientific Programmer Analyst,Scientific Programmer Analyst (Computer and Information Research Scientists)
19-3091.01,Anthropologists,Scientist,Scientist (Anthropologists)
19-2011.00,Astronomers,Scientist,Scientist (Astronomers)
19-1021.00,Biochemists and Biophysicists,Scientist,Scientist (Biochemists and Biophysicists)
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Scientist,Scientist (Biofuels/Biodiesel Technology and Product Development Managers)
19-1020.01,Biologists,Scientist,Scientist (Biologists)
17-2041.00,Chemical Engineers,Scientist,Scientist (Chemical Engineers)
19-2031.00,Chemists,Scientist,Scientist (Chemists)
19-2041.01,Climate Change Analysts,Scientist,Scientist (Climate Change Analysts)
19-3092.00,Geographers,Scientist,Scientist (Geographers)
15-2021.00,Mathematicians,Scientist,Scientist (Mathematicians)
19-1042.00,"Medical Scientists, Except Epidemiologists",Scientist,"Scientist (Medical Scientists, Except Epidemiologists)"
17-2199.09,Nanosystems Engineers,Scientist,Scientist (Nanosystems Engineers)
17-2161.00,Nuclear Engineers,Scientist,Scientist (Nuclear Engineers)
15-2031.00,Operations Research Analysts,Scientist,Scientist (Operations Research Analysts)
19-2012.00,Physicists,Scientist,Scientist (Physicists)
19-2099.01,Remote Sensing Scientists and Technologists,Scientist,Scientist (Remote Sensing Scientists and Technologists)
17-2141.01,Fuel Cell Engineers,Scientist/Engineer,Scientist/Engineer (Fuel Cell Engineers)
49-3052.00,Motorcycle Mechanics,Scooter Mechanic,Scooter Mechanic (Motorcycle Mechanics)
53-7021.00,Crane and Tower Operators,Scrap Crane Operator,Scrap Crane Operator (Crane and Tower Operators)
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Screed Operator,"Screed Operator (Paving, Surfacing, and Tamping Equipment Operators)"
51-9194.00,Etchers and Engravers,Screen Making Technician,Screen Making Technician (Etchers and Engravers)
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Screw Machine Operator,"Screw Machine Operator (Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic)"
25-3021.00,Self-Enrichment Education Teachers,Scuba Diving Instructor,Scuba Diving Instructor (Self-Enrichment Education Teachers)
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Sculptor,"Sculptor (Fine Artists, Including Painters, Sculptors, and Illustrators)"
51-3021.00,Butchers and Meat Cutters,Seafood and Service Meat Manager,Seafood and Service Meat Manager (Butchers and Meat Cutters)
51-9191.00,Adhesive Bonding Machine Operators and Tenders,Sealer Operator,Sealer Operator (Adhesive Bonding Machine Operators and Tenders)
51-7021.00,Furniture Finishers,Sealer Sander,Sealer Sander (Furniture Finishers)
49-9093.00,"Fabric Menders, Except Garment",Seamstress,"Seamstress (Fabric Menders, Except Garment)"
51-6051.00,"Sewers, Hand",Seamstress,"Seamstress (Sewers, Hand)"
51-6031.00,Sewing Machine Operators,Seamstress,Seamstress (Sewing Machine Operators)
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Seamstress,"Seamstress (Tailors, Dressmakers, and Custom Sewers)"
19-3099.01,Transportation Planners,Seaport Planning Manager,Seaport Planning Manager (Transportation Planners)
23-2093.00,"Title Examiners, Abstractors, and Searchers",Searcher,"Searcher (Title Examiners, Abstractors, and Searchers)"
25-2021.00,"Elementary School Teachers, Except Special Education",Second Grade Teacher,"Second Grade Teacher (Elementary School Teachers, Except Special Education)"
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Secondary Teacher,"Secondary Teacher (Secondary School Teachers, Except Special and Career/Technical Education)"
43-6011.00,Executive Secretaries and Executive Administrative Assistants,Secretary,Secretary (Executive Secretaries and Executive Administrative Assistants)
43-6012.00,Legal Secretaries,Secretary,Secretary (Legal Secretaries)
43-9061.00,"Office Clerks, General",Secretary,"Secretary (Office Clerks, General)"
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Secretary,"Secretary (Secretaries and Administrative Assistants, Except Legal, Medical, and Executive)"
43-9022.00,Word Processors and Typists,Secretary,Secretary (Word Processors and Typists)
13-1199.02,Security Management Specialists,"Section Chief, Physical Security Specialist","Section Chief, Physical Security Specialist (Security Management Specialists)"
33-1021.02,Forest Fire Fighting and Prevention Supervisors,Section Forest Fire Warden,Section Forest Fire Warden (Forest Fire Fighting and Prevention Supervisors)
13-2051.00,Financial Analysts,Securities Analyst,Securities Analyst (Financial Analysts)
41-3031.03,Securities and Commodities Traders,Securities Lending Trader,Securities Lending Trader (Securities and Commodities Traders)
33-9032.00,Security Guards,Security Agent,Security Agent (Security Guards)
13-1199.02,Security Management Specialists,Security Analyst,Security Analyst (Security Management Specialists)
13-1199.02,Security Management Specialists,Security Consultant,Security Consultant (Security Management Specialists)
11-9199.07,Security Managers,Security Director,Security Director (Security Managers)
33-9032.00,Security Guards,Security Guard,Security Guard (Security Guards)
49-2098.00,Security and Fire Alarm Systems Installers,Security Installation Technician,Security Installation Technician (Security and Fire Alarm Systems Installers)
49-2098.00,Security and Fire Alarm Systems Installers,Security Installer,Security Installer (Security and Fire Alarm Systems Installers)
11-9199.07,Security Managers,Security Manager,Security Manager (Security Managers)
43-5021.00,Couriers and Messengers,Security Messenger,Security Messenger (Couriers and Messengers)
33-3011.00,Bailiffs,Security Officer,Security Officer (Bailiffs)
33-9031.00,Gaming Surveillance Officers and Gaming Investigators,Security Officer,Security Officer (Gaming Surveillance Officers and Gaming Investigators)
33-9032.00,Security Guards,Security Officer,Security Officer (Security Guards)
33-9093.00,Transportation Security Screeners,Security Screener,Security Screener (Transportation Security Screeners)
13-1199.02,Security Management Specialists,Security Specialist,Security Specialist (Security Management Specialists)
49-2098.00,Security and Fire Alarm Systems Installers,Security Technician,Security Technician (Security and Fire Alarm Systems Installers)
19-4011.01,Agricultural Technicians,Seed Analyst,Seed Analyst (Agricultural Technicians)
45-2011.00,Agricultural Inspectors,Seed and Fertilizer Specialist,Seed and Fertilizer Specialist (Agricultural Inspectors)
47-4091.00,Segmental Pavers,Segmental Wall Installer,Segmental Wall Installer (Segmental Pavers)
